"id_che300","cname","car_year","car_name","car_series1","car_price"
4856,"大众-辉腾 2011款 3.6L V6 4座加长INDIVIDUAL版","2011","大众","辉腾","103.99"
4857,"大众-辉腾 2011款 3.6L V6 5座加长INDIVIDUAL版","2011","大众","辉腾","102.58"
4854,"大众-辉腾 2011款 3.6L V6 5座加长商务版","2011","大众","辉腾","84.56"
4855,"大众-辉腾 2011款 3.6L V6 5座加长舒适版","2011","大众","辉腾","89.99"
4858,"大众-辉腾 2011款 4.2L V8 4座加长INDIVIDUAL版","2011","大众","辉腾","147.62"
4848,"大众-辉腾 2012款 3.0L 行政型","2012","大众","辉腾","87.84"
4851,"大众-辉腾 2012款 3.0L 精英定制型","2012","大众","辉腾","97.61"
4846,"大众-辉腾 2012款 3.0L 商务型","2012","大众","辉腾","82.41"
4846,"大众-辉腾 2012款 3.0L 商务型","2012","大众","辉腾","82.39"
4847,"大众-辉腾 2012款 3.0TDI 行政型","2012","大众","辉腾","87.84"
4852,"大众-辉腾 2012款 3.6L 尊享定制型","2012","大众","辉腾","108.46"
4853,"大众-辉腾 2012款 4.2L 奢享定制型","2012","大众","辉腾","158.83"
27922,"大众-辉腾 2014款 3.0L 行政型","2014","大众","辉腾","88.27"
27921,"大众-辉腾 2014款 3.0L 商务型","2014","大众","辉腾","82.84"
17280,"现代-H-1辉翼 2011款 2.4L 豪华版","2011","现代","辉翼","25.49"
17281,"现代-H-1辉翼 2011款 2.4L 领航版","2011","现代","辉翼","27.12"
17279,"现代-H-1辉翼 2011款 2.4L 舒适版","2011","现代","辉翼","22.99"
17279,"现代-H-1辉翼 2011款 2.4L 舒适版","2011","现代","辉翼","34.74"
23297,"广汽吉奥-GX6 2015款 2.4L 两驱精英版","2015","广汽吉奥","吉奥GX6","11.92"
23298,"广汽吉奥-GX6 2015款 2.4L 两驱旗舰版","2015","广汽吉奥","吉奥GX6","13"
10128,"吉利汽车-GC7 2012款 1.5L 手动标准型","2012","吉利全球鹰","吉利GC7","6.45"
10131,"吉利汽车-GC7 2012款 1.5L 手动豪华型","2012","吉利全球鹰","吉利GC7","7.81"
10131,"吉利汽车-GC7 2012款 1.5L 手动豪华型","2012","吉利全球鹰","吉利GC7","7.82"
10130,"吉利汽车-GC7 2012款 1.5L 手动精英型","2012","吉利全球鹰","吉利GC7","7.08"
10130,"吉利汽车-GC7 2012款 1.5L 手动精英型","2012","吉利全球鹰","吉利GC7","7.09"
10129,"吉利汽车-GC7 2012款 1.5L 手动舒适型","2012","吉利全球鹰","吉利GC7","6.98"
10129,"吉利-GC7 2012款 1.5L 手动舒适型","2012","吉利全球鹰","吉利GC7","6.98"
10134,"吉利汽车-GC7 2012款 1.8L 手动豪华型","2012","吉利全球鹰","吉利GC7","8.35"
10134,"吉利汽车-GC7 2012款 1.8L 手动豪华型","2012","吉利全球鹰","吉利GC7","8.36"
10133,"吉利汽车-GC7 2012款 1.8L 手动精英型","2012","吉利全球鹰","吉利GC7","7.8"
10132,"吉利汽车-GC7 2012款 1.8L 手动舒适型","2012","吉利全球鹰","吉利GC7","7.26"
10132,"吉利汽车-GC7 2012款 1.8L 手动舒适型","2012","吉利全球鹰","吉利GC7","7.27"
10132,"吉利-GC7 2012款 1.8L 手动舒适型","2012","吉利全球鹰","吉利GC7","7.26"
10137,"吉利汽车-GC7 2012款 1.8L 自动豪华型","2012","吉利全球鹰","吉利GC7","9.76"
10137,"吉利汽车-GC7 2012款 1.8L 自动豪华型","2012","吉利全球鹰","吉利GC7","9.77"
10136,"吉利汽车-GC7 2012款 1.8L 自动精英型","2012","吉利全球鹰","吉利GC7","8.67"
10135,"吉利汽车-GC7 2012款 1.8L 自动舒适型","2012","吉利全球鹰","吉利GC7","8.36"
10124,"吉利汽车-GC7 2013款 1.5L 手动舒适型","2013","吉利全球鹰","吉利GC7","6.56"
10124,"吉利汽车-GC7 2013款 1.5L 手动舒适型","2013","吉利全球鹰","吉利GC7","6.57"
10124,"吉利汽车-吉利GC7 2013款 1.5L 手动舒适型","2013","吉利全球鹰","吉利GC7","6.56"
10125,"吉利汽车-GC7 2013款 1.5L 手动尊贵型","2013","吉利全球鹰","吉利GC7","6.87"
10125,"吉利汽车-GC7 2013款 1.5L 手动尊贵型","2013","吉利全球鹰","吉利GC7","6.88"
10125,"吉利-GC7 2013款 1.5L 手动尊贵型","2013","吉利全球鹰","吉利GC7","6.87"
10125,"吉利-GC7 2013款 1.5L 手动尊贵型","2013","吉利全球鹰","吉利GC7","6.88"
10127,"吉利汽车-GC7 2013款 1.8L 自动豪华型","2013","吉利全球鹰","吉利GC7","9.76"
10126,"吉利汽车-GC7 2013款 1.8L 自动尊贵型","2013","吉利全球鹰","吉利GC7","8.67"
10211,"吉利汽车-GX2 2011款 1.3L 手动豪华型","2011","吉利全球鹰","吉利GX2","6.03"
10210,"吉利汽车-GX2 2011款 1.3L 手动舒适型","2011","吉利全球鹰","吉利GX2","5.4"
10212,"吉利汽车-GX2 2011款 1.5L 手动尊贵型","2011","吉利全球鹰","吉利GX2","6.34"
10213,"吉利汽车-GX2 2011款 1.5L 自动舒适型","2011","吉利全球鹰","吉利GX2","6.24"
10213,"吉利汽车-GX2 2011款 1.5L 自动舒适型","2011","吉利全球鹰","吉利GX2","6.26"
10208,"吉利汽车-GX2 2012款 1.3L 手动舒适型","2012","吉利全球鹰","吉利GX2","5.31"
10208,"吉利汽车-GX2 2012款 1.3L 手动舒适型","2012","吉利全球鹰","吉利GX2","5.32"
10209,"吉利汽车-GX2 2012款 1.5L 自动标准型II","2012","吉利全球鹰","吉利GX2","5.72"
10209,"吉利汽车-GX2 2012款 1.5L 自动标准型II","2012","吉利全球鹰","吉利GX2","5.74"
10071,"吉利汽车-GX7 2012款 1.8L 手动行政版","2012","吉利全球鹰","吉利GX7","11.5"
10071,"吉利-GX7 2012款 1.8L 手动行政版","2012","吉利全球鹰","吉利GX7","11.5"
10071,"吉利汽车-GX7 2012款 1.8L 手动行政版","2012","吉利全球鹰","吉利GX7","11.51"
10071,"吉利汽车-GX7 2012款 1.8L 手动行政","2012","吉利全球鹰","吉利GX7","11.5"
10070,"吉利汽车-GX7 2012款 1.8L 手动精英型","2012","吉利全球鹰","吉利GX7","10.52"
10070,"吉利-GX7 2012款 1.8L 手动精英型","2012","吉利全球鹰","吉利GX7","10.52"
10070,"吉利汽车-GX7 2012款 1.8L 手动精英型","2012","吉利全球鹰","吉利GX7","10.53"
10070,"吉利汽车-吉利GX7 2012款 1.8L 手动精英型","2012","吉利全球鹰","吉利GX7","10.52"
10069,"吉利汽车-GX7 2012款 1.8L 手动舒适型","2012","吉利全球鹰","吉利GX7","10.08"
10069,"吉利-GX7 2012款 1.8L 手动舒适型","2012","吉利全球鹰","吉利GX7","10.08"
10069,"吉利汽车-GX7 2012款 1.8L 手动舒适型","2012","吉利全球鹰","吉利GX7","10.09"
10073,"吉利汽车-GX7 2012款 2.0L 手动行政版","2012","吉利全球鹰","吉利GX7","12.16"
10073,"吉利汽车-GX7 2012款 2.0L 手动行政版","2012","吉利全球鹰","吉利GX7","12.15"
10072,"吉利汽车-GX7 2012款 2.0L 手动舒适型","2012","吉利全球鹰","吉利GX7","11.17"
10076,"吉利汽车-GX7 2012款 2.4L 自动行政型","2012","吉利全球鹰","吉利GX7","14.1"
10076,"吉利汽车-GX7 2012款 2.4L 自动行政型","2012","吉利全球鹰","吉利GX7","14.11"
10074,"吉利汽车-GX7 2012款 2.4L 自动舒适型","2012","吉利全球鹰","吉利GX7","13.01"
10059,"吉利汽车-GX7 2013款 1.8L 手动进取型","2013","吉利全球鹰","吉利GX7","10.08"
10059,"吉利-GX7 2013款 1.8L 手动进取型","2013","吉利全球鹰","吉利GX7","10.08"
10059,"吉利汽车-GX7 2013款 1.8L 手动进取型","2013","吉利全球鹰","吉利GX7","10.09"
10060,"吉利汽车-GX7 2013款 1.8L 手动精英型","2013","吉利全球鹰","吉利GX7","10.52"
10060,"吉利汽车-GX7 2013款 1.8L 手动精英型","2013","吉利全球鹰","吉利GX7","10.53"
10061,"吉利汽车-GX7 2013款 1.8L 手动尊贵型","2013","吉利全球鹰","吉利GX7","11.51"
10061,"吉利汽车-GX7 2013款 1.8L 手动尊贵型","2013","吉利全球鹰","吉利GX7","11.5"
10062,"吉利汽车-GX7 2013款 2.0L 手动进取型","2013","吉利全球鹰","吉利GX7","11.28"
10063,"吉利-GX7 2013款 2.0L 手动精英型","2013","吉利全球鹰","吉利GX7","11.5"
10063,"吉利汽车-GX7 2013款 2.0L 手动精英型","2013","吉利全球鹰","吉利GX7","11.5"
10063,"吉利汽车-GX7 2013款 2.0L 手动精英型","2013","吉利全球鹰","吉利GX7","11.51"
10064,"吉利汽车-GX7 2013款 2.0L 手动尊贵型","2013","吉利全球鹰","吉利GX7","12.15"
10064,"吉利-GX7 2013款 2.0L 手动尊贵型","2013","吉利全球鹰","吉利GX7","12.15"
10064,"吉利汽车-吉利GX7 2013款 2.0L 手动尊贵型","2013","吉利全球鹰","吉利GX7","12.15"
10064,"吉利汽车-GX7 2013款 2.0L 手动尊贵型","2013","吉利全球鹰","吉利GX7","12.16"
10065,"吉利-GX7 2013款 2.0L 自动进取型","2013","吉利全球鹰","吉利GX7","12.15"
10065,"吉利汽车-GX7 2013款 2.0L 自动进取型","2013","吉利全球鹰","吉利GX7","12.15"
10066,"吉利汽车-GX7 2013款 2.0L 自动精英型","2013","吉利全球鹰","吉利GX7","12.36"
10066,"吉利-GX7 2013款 2.0L 自动精英型","2013","吉利全球鹰","吉利GX7","12.36"
10066,"吉利汽车-GX7 2013款 2.0L 自动精英型","2013","吉利全球鹰","吉利GX7","12.37"
10067,"吉利汽车-GX7 2013款 2.0L 自动尊贵型","2013","吉利全球鹰","吉利GX7","13.01"
10067,"吉利-GX7 2013款 2.0L 自动尊贵型","2013","吉利全球鹰","吉利GX7","13.01"
10067,"吉利汽车-GX7 2013款 2.0L 自动尊贵型","2013","吉利全球鹰","吉利GX7","13.03"
10068,"吉利-GX7 2013款 2.4L 自动尊贵型","2013","吉利全球鹰","吉利GX7","14.1"
10068,"吉利汽车-GX7 2013款 2.4L 自动尊贵型","2013","吉利全球鹰","吉利GX7","14.1"
10068,"吉利汽车-GX7 2013款 2.4L 自动尊贵型","2013","吉利全球鹰","吉利GX7","14.11"
23368,"吉利汽车-GX7 2014款 1.8L 手动超值版","2014","吉利全球鹰","吉利GX7","8.67"
23368,"吉利-GX7 2014款 1.8L 手动超值版","2014","吉利全球鹰","吉利GX7","8.67"
23368,"吉利汽车-吉利GX7 2014款 1.8L 手动超值版","2014","吉利全球鹰","吉利GX7","8.67"
23368,"吉利汽车-GX7 2014款 1.8L 手动超值版","2014","吉利全球鹰","吉利GX7","8.68"
23369,"吉利汽车-GX7 2014款 1.8L 手动超值天窗版","2014","吉利全球鹰","吉利GX7","9.76"
20804,"吉利汽车-GX7 2014款 1.8L 手动进取型","2014","吉利全球鹰","吉利GX7","10.08"
20804,"吉利-GX7 2014款 1.8L 手动进取型","2014","吉利全球鹰","吉利GX7","10.08"
20804,"吉利-GX7 2014款 1.8L 手动进取型","2014","吉利全球鹰","吉利GX7","10.09"
20804,"吉利汽车-GX7 2014款 1.8L 手动进取型","2014","吉利全球鹰","吉利GX7","10.09"
20805,"吉利汽车-GX7 2014款 1.8L 手动精英型","2014","吉利全球鹰","吉利GX7","10.52"
20805,"吉利汽车-吉利GX7 2014款 1.8L 手动精英型","2014","吉利全球鹰","吉利GX7","10.53"
20806,"吉利汽车-GX7 2014款 1.8L 手动尊贵型","2014","吉利全球鹰","吉利GX7","11.5"
20806,"吉利汽车-GX7 2014款 1.8L 手动尊贵型","2014","吉利全球鹰","吉利GX7","11.51"
20807,"吉利汽车-GX7 2014款 2.0L 手动进取型","2014","吉利全球鹰","吉利GX7","11.28"
20808,"吉利汽车-GX7 2014款 2.0L 手动尊贵型","2014","吉利全球鹰","吉利GX7","12.15"
20808,"吉利汽车-GX7 2014款 2.0L 手动尊贵型","2014","吉利全球鹰","吉利GX7","12.16"
23370,"吉利汽车-GX7 2014款 2.0L 自动超值版","2014","吉利全球鹰","吉利GX7","10.84"
20809,"吉利-GX7 2014款 2.0L 自动豪华型","2014","吉利全球鹰","吉利GX7","12.15"
20809,"吉利汽车-GX7 2014款 2.0L 自动豪华型","2014","吉利全球鹰","吉利GX7","12.15"
20810,"吉利汽车-GX7 2014款 2.0L 自动尊贵型","2014","吉利全球鹰","吉利GX7","13.01"
20810,"吉利-GX7 2014款 2.0L 自动尊贵型","2014","吉利全球鹰","吉利GX7","13.01"
20810,"吉利汽车-GX7 2014款 2.0L 自动尊贵型","2014","吉利全球鹰","吉利GX7","13.03"
20810,"吉利汽车-吉利GX7 2014款 2.0L 自动尊贵型","2014","吉利全球鹰","吉利GX7","13.03"
20811,"吉利汽车-GX7 2014款 2.4L 自动尊贵型","2014","吉利全球鹰","吉利GX7","14.1"
25899,"吉利汽车-GX7 2015款 经典版 1.8L 手动电商专供型","2015","吉利全球鹰","吉利GX7","7.59"
25899,"吉利-GX7 2015款 经典版 1.8L 手动电商专供型","2015","吉利全球鹰","吉利GX7","7.59"
25899,"吉利汽车-GX7 2015款 经典版 1.8L 手动电商专供型","2015","吉利全球鹰","吉利GX7","7.6"
25896,"吉利汽车-GX7 2015款 经典版 1.8L 手动电商专供型","2015","吉利全球鹰","吉利GX7","7.59"
25900,"吉利汽车-GX7 2015款 经典版 1.8L 手动都市型","2015","吉利全球鹰","吉利GX7","8.67"
25900,"吉利汽车-GX7 2015款 经典版 1.8L 手动都市型","2015","吉利全球鹰","吉利GX7","8.68"
25900,"吉利汽车-GX7 2015款 经典版 1.8L 手动都市型 国IV","2015","吉利全球鹰","吉利GX7","8.68"
25897,"吉利汽车-GX7 2015款 经典版 1.8L 手动都市型","2015","吉利全球鹰","吉利GX7","8.67"
25897,"吉利汽车-GX7 2015款 经典版 1.8L 手动都市型","2015","吉利全球鹰","吉利GX7","8.68"
25901,"吉利汽车-GX7 2015款 经典版 1.8L 手动精英型","2015","吉利全球鹰","吉利GX7","9.76"
25901,"吉利汽车-吉利GX7 2015款 经典版 1.8L 手动精英型 国IV","2015","吉利全球鹰","吉利GX7","9.76"
25901,"吉利汽车-GX7 2015款 经典版 1.8L 手动精英型","2015","吉利全球鹰","吉利GX7","9.77"
25898,"吉利汽车-GX7 2015款 经典版 1.8L 手动精英型","2015","吉利全球鹰","吉利GX7","9.76"
25898,"吉利-GX7 2015款 经典版 1.8L 手动精英型","2015","吉利全球鹰","吉利GX7","9.76"
29490,"吉利汽车-GX7 2015款 经典版 1.8L 手动新都市型","2015","吉利全球鹰","吉利GX7","8.67"
29490,"吉利汽车-GX7 2015款 经典版 1.8L 手动新都市型","2015","吉利全球鹰","吉利GX7","8.68"
29487,"吉利汽车-GX7 2015款 经典版 1.8L 手动新都市型","2015","吉利全球鹰","吉利GX7","8.67"
29491,"吉利汽车-GX7 2015款 经典版 1.8L 手动新都市型升级版","2015","吉利全球鹰","吉利GX7","9.76"
29491,"吉利汽车-GX7 2015款 经典版 1.8L 手动新都市型升级版","2015","吉利全球鹰","吉利GX7","9.77"
29488,"吉利汽车-GX7 2015款 经典版 1.8L 手动新都市型升级版","2015","吉利全球鹰","吉利GX7","9.76"
29492,"吉利汽车-GX7 2015款 运动版 1.8L 手动新精英型升级版","2015","吉利全球鹰","吉利GX7","9.98"
29489,"吉利汽车-GX7 2015款 运动版 1.8L 手动新精英型升级版","2015","吉利全球鹰","吉利GX7","9.98"
23767,"吉利汽车-GX7 2015款 运动版 2.0L 手动精英型","2015","吉利全球鹰","吉利GX7","10.41"
23768,"吉利汽车-GX7 2015款 运动版 2.0L 自动豪华型","2015","吉利全球鹰","吉利GX7","11.06"
23768,"吉利汽车-GX7 2015款 运动版 2.0L 自动豪华型","2015","吉利全球鹰","吉利GX7","11.07"
23768,"吉利-GX7 2015款 运动版 2.0L 自动豪华型","2015","吉利全球鹰","吉利GX7","11.06"
29493,"吉利汽车-GX7 2015款 运动版 2.0L 自动豪华型升级版","2015","吉利全球鹰","吉利GX7","11.93"
23770,"吉利汽车-GX7 2015款 运动版 2.0L 自动尊贵型","2015","吉利全球鹰","吉利GX7","13.01"
23770,"吉利-GX7 2015款 运动版 2.0L 自动尊贵型","2015","吉利全球鹰","吉利GX7","13.01"
23770,"吉利汽车-GX7 2015款 运动版 2.0L 自动尊贵型","2015","吉利全球鹰","吉利GX7","13.03"
23769,"吉利汽车-GX7 2015款 运动版 2.0L 自动尊享型","2015","吉利全球鹰","吉利GX7","11.93"
23769,"吉利汽车-GX7 2015款 运动版 2.0L 自动尊享型","2015","吉利全球鹰","吉利GX7","11.94"
12352,"铃木-吉姆尼(进口) 2007款 1.3 AT","2007","铃木","吉姆尼-进口","15.52"
12351,"铃木-吉姆尼(进口) 2007款 1.3 MT","2007","铃木","吉姆尼-进口","14.47"
12350,"铃木-吉姆尼(进口) 2009款 1.3 AT 时尚型","2009","铃木","吉姆尼-进口","16.16"
23011,"铃木-吉姆尼(进口) 2010款 1.3 AT时尚限量版","2010","铃木","吉姆尼-进口","16.16"
23010,"铃木-吉姆尼(进口) 2010款 1.3 MT时尚限量版","2010","铃木","吉姆尼-进口","15.12"
12343,"铃木-吉姆尼(进口) 2011款 1.3 MT双色版","2011","铃木","吉姆尼-进口","15.12"
12344,"铃木-吉姆尼(进口) 2011款 1.3 MT双色导航版","2011","铃木","吉姆尼-进口","15.43"
12348,"铃木-吉姆尼(进口) 2011款 1.3 AT双色导航版","2011","铃木","吉姆尼-进口","16.48"
12333,"铃木-吉姆尼(进口) 2012款 1.3 MT JLX","2012","铃木","吉姆尼-进口","14.79"
12334,"铃木-吉姆尼(进口) 2012款 1.3 MT JLX导航版","2012","铃木","吉姆尼-进口","15.1"
12335,"铃木-吉姆尼(进口) 2012款 1.3 MT MODE3","2012","铃木","吉姆尼-进口","15.41"
12336,"铃木-吉姆尼 2012款 1.3 AT JLX导航版","2012","铃木","吉姆尼","16.16"
12337,"铃木-吉姆尼(进口) 2012款 1.3 AT JLX","2012","铃木","吉姆尼-进口","15.83"
12338,"铃木-吉姆尼(进口) 2012款 1.3 AT JLX导航版","2012","铃木","吉姆尼-进口","16.14"
12339,"铃木-吉姆尼(进口) 2012款 1.3 AT MODE3","2012","铃木","吉姆尼-进口","16.45"
12340,"铃木-吉姆尼(进口) 2012款 1.3 AT MODE3导航版","2012","铃木","吉姆尼-进口","16.77"
24707,"铃木-吉姆尼(进口) 2015款 1.3 AT JLX","2015","铃木","吉姆尼-进口","15.83"
24708,"铃木-吉姆尼(进口) 2015款 1.3 AT JLX导航版","2015","铃木","吉姆尼-进口","16.14"
24709,"铃木-吉姆尼(进口) 2015款 1.3 AT MODE3导航版","2015","铃木","吉姆尼-进口","16.77"
24704,"铃木-吉姆尼(进口) 2015款 1.3 MT JLX","2015","铃木","吉姆尼-进口","14.79"
24705,"铃木-吉姆尼(进口) 2015款 1.3 MT JLX导航版","2015","铃木","吉姆尼-进口","15.1"
24706,"铃木-吉姆尼(进口) 2015款 1.3 MT MODE3导航版","2015","铃木","吉姆尼-进口","15.75"
24706,"铃木-吉姆尼(进口) 2015款 1.3 MT MODE3导航版","2015","铃木","吉姆尼-进口","15.72"
31896,"一汽-佳宝V52 2011款 1.0L 实用型DA465QA","2011","一汽","佳宝","2.94"
31898,"一汽-佳宝V52 2011款 1.0L 实用型LJ465QE1","2011","一汽","佳宝","2.84"
31898,"一汽-佳宝V52 2011款 1.0L 实用型LJ465QE1","2011","一汽","佳宝","2.82"
31895,"一汽-佳宝V52 2011款 1.0L 舒适型DA465QA","2011","一汽","佳宝","3.04"
31897,"一汽-佳宝V52 2011款 1.0L 舒适型LJ465QE1","2011","一汽","佳宝","2.94"
31897,"一汽-佳宝V52 2011款 1.0L 舒适型LJ465QE1","2011","一汽","佳宝","2.92"
18221,"一汽-佳宝V52 2011款 1.0L 实用型LJ465QE1","2011","一汽","佳宝","2.84"
31906,"一汽-佳宝V80 2013款 1.3L商务标准型CA4GX13","2013","一汽","佳宝","4.26"
31905,"一汽-佳宝V80 2013款 1.3L商务舒适型CA4GX13","2013","一汽","佳宝","4.58"
31903,"一汽-佳宝V80 2013款 1.3L物流标准型CA4GX13","2013","一汽","佳宝","4.32"
31903,"一汽-佳宝V80 2013款 1.3L物流标准型CA4GX13","2013","一汽","佳宝","4.28"
31902,"一汽-佳宝V80 2013款 1.3L物流舒适型CA4GX13","2013","一汽","佳宝","4.63"
31902,"一汽-佳宝V80 2013款 1.3L物流舒适型CA4GX13","2013","一汽","佳宝","4.59"
22251,"一汽-佳宝V80 2014款 1.5L加长全能标准型","2014","一汽","佳宝","4.89"
22250,"一汽-佳宝V80 2014款 1.5L加长商务标准型","2014","一汽","佳宝","4.94"
22252,"一汽-佳宝V80 2014款 1.5L加长商务舒适型","2014","一汽","佳宝","5.21"
31901,"一汽-佳宝V80 2014款 1.5L物流标准型","2014","一汽","佳宝","4.63"
31900,"一汽-佳宝V80 2014款 1.5L物流舒适型","2014","一汽","佳宝","4.94"
31900,"一汽-佳宝V80 2014款 1.5L物流舒适型","2014","一汽","佳宝","4.9"
22534,"一汽-佳宝V80 2014款 1.5L商务标准型","2014","一汽","佳宝","4.58"
31908,"一汽-佳宝V75 2015款 1.0L标准型DAM10AR","2015","一汽","佳宝","3.01"
31908,"一汽-佳宝V75 2015款 1.0L标准型DAM10AR","2015","一汽","佳宝","3.02"
31907,"一汽-佳宝V75 2015款 1.0L舒适型DAM10AR","2015","一汽","佳宝","3.22"
31910,"一汽-佳宝V77 2015款 1.3L乘用版CA4GX13","2015","一汽","佳宝","3.74"
31911,"一汽-佳宝V77 2015款 1.3L商用版CA4GX13","2015","一汽","佳宝","3.55"
31909,"一汽-佳宝V77 2016款 1.0L商用版DAM10AR","2016","一汽","佳宝","3.22"
20131,"起亚-佳乐 2007款 2.0L 7座豪华版","2007","起亚","佳乐","19.52"
14256,"起亚-佳乐 2007款 2.0L 5座标准版","2007","起亚","佳乐","15.93"
14256,"起亚-佳乐 2007款 2.0L 5座标准版","2007","起亚","佳乐","15.96"
14258,"起亚-佳乐 2007款 2.0L 5座舒适版","2007","起亚","佳乐","17.67"
14257,"起亚-佳乐 2007款 2.0L 7座标准版","2007","起亚","佳乐","16.15"
14260,"起亚-佳乐 2007款 2.0L 7座豪华版","2007","起亚","佳乐","19.52"
14259,"起亚-佳乐 2007款 2.0L 7座舒适版","2007","起亚","佳乐","17.91"
14259,"起亚-佳乐 2007款 2.0L 7座舒适版","2007","起亚","佳乐","17.89"
14246,"起亚-佳乐 2011款 1.6L 5座手动豪华版","2011","起亚","佳乐","13.51"
14245,"起亚-佳乐 2011款 1.6L 5座手动舒适版","2011","起亚","佳乐","12.99"
14248,"起亚-佳乐 2011款 1.6L 5座自动豪华版","2011","起亚","佳乐","14.56"
14247,"起亚-佳乐 2011款 1.6L 5座自动舒适版","2011","起亚","佳乐","14.04"
14253,"起亚-佳乐 2011款 2.0L 7座自动豪华版","2011","起亚","佳乐","19.52"
20126,"起亚-佳乐 2013款 2.0L 5座自动标准版","2013","起亚","佳乐","17.35"
20126,"起亚-佳乐 2013款 2.0L 5座自动标准版","2013","起亚","佳乐","17.37"
20127,"起亚-佳乐 2013款 2.0L 5座自动舒适版","2013","起亚","佳乐","19.41"
20127,"起亚-佳乐 2013款 2.0L 5座自动舒适版","2013","起亚","佳乐","19.3"
20127,"起亚-佳乐 2013款 2.0L 5座自动舒适版 国IV","2013","起亚","佳乐","19.3"
20127,"起亚-佳乐 2013款 2.0L 5座自动舒适版","2013","起亚","佳乐","19.32"
20128,"起亚-佳乐 2013款 2.0L 7座自动标准版","2013","起亚","佳乐","17.89"
20128,"起亚-佳乐 2013款 2.0L 7座自动标准版","2013","起亚","佳乐","17.91"
20128,"起亚-佳乐 2013款 2.0L 7座自动标准版","2013","起亚","佳乐","17.78"
20128,"起亚-佳乐 2013款 2.0L 7座自动标准版","2013","起亚","佳乐","17.8"
20130,"起亚-佳乐 2013款 2.0L 7座自动豪华版","2013","起亚","佳乐","22.34"
20129,"起亚-佳乐 2013款 2.0L 7座自动舒适版","2013","起亚","佳乐","19.84"
20129,"起亚-佳乐 2013款 2.0L 7座自动舒适版","2013","起亚","佳乐","19.73"
14158,"起亚-嘉华 2006款 2.7L GLS-1","2006","起亚","嘉华","23.86"
14159,"起亚-嘉华 2006款 2.7L GLS-2","2006","起亚","嘉华","24.94"
28116,"起亚-嘉华(进口) 2015款 2.2T 豪华版","2015","起亚","嘉华-进口","32.22"
28118,"起亚-嘉华(进口) 2015款 3.3GDI 舒适版","2015","起亚","嘉华-进口","33.63"
6079,"福特-嘉年华 2009款 两厢 1.3L 手动时尚型","2009","福特","嘉年华","8.64"
6080,"福特-嘉年华 2009款 两厢 1.3L 自动时尚型","2009","福特","嘉年华","9.69"
6081,"福特-嘉年华 2009款 两厢 1.5L 手动时尚型","2009","福特","嘉年华","9.17"
6083,"福特-嘉年华 2009款 两厢 1.5L 自动时尚型","2009","福特","嘉年华","10"
6082,"福特-嘉年华 2009款 两厢 1.5L 手动运动型","2009","福特","嘉年华","10.52"
6084,"福特-嘉年华 2009款 两厢 1.5L 自动运动型","2009","福特","嘉年华","11.36"
6124,"福特-嘉年华 2009款 三厢 1.5L 手动时尚型","2009","福特","嘉年华","9.48"
6125,"福特-嘉年华 2009款 三厢 1.5L 手动运动型","2009","福特","嘉年华","10.63"
6127,"福特-嘉年华 2009款 三厢 1.5L 自动豪华型","2009","福特","嘉年华","11.67"
6126,"福特-嘉年华 2009款 三厢 1.5L 自动时尚型","2009","福特","嘉年华","10.31"
6073,"福特-嘉年华 2010款 两厢 1.3L 手动风尚型","2010","福特","嘉年华","8.23"
6074,"福特-嘉年华 2010款 两厢 1.5L 手动光芒限定版","2010","福特","嘉年华","9.69"
6076,"福特-嘉年华 2010款 两厢 1.5L 自动光芒限定版","2010","福特","嘉年华","10.52"
6076,"福特-嘉年华 2010款 两厢 1.5L 自动光芒限定版","2010","福特","嘉年华","10.53"
6077,"福特-嘉年华 2010款 两厢 1.5L 自动时尚型限量版","2010","福特","嘉年华","10.73"
6121,"福特-嘉年华 2010款 三厢 1.3L 手动风尚型","2010","福特","嘉年华","8.54"
6123,"福特-嘉年华 2010款 三厢 1.5L 自动光芒限定版","2010","福特","嘉年华","10.84"
6123,"福特-嘉年华 2010款 三厢 1.5L 自动光芒限定版","2010","福特","嘉年华","10.83"
6122,"福特-嘉年华 2010款 三厢 1.5L 手动光芒限定版","2010","福特","嘉年华","10"
6085,"福特-嘉年华 2011款 两厢 1.3L 手动风尚型","2011","福特","嘉年华","8.33"
6086,"福特-嘉年华 2011款 两厢 1.5L 手动时尚型","2011","福特","嘉年华","9.37"
6086,"福特-嘉年华 2011款 两厢 1.5L 手动时尚型","2011","福特","嘉年华","9.38"
6087,"福特-嘉年华 2011款 两厢 1.5L 手动运动型","2011","福特","嘉年华","10.63"
6090,"福特-嘉年华 2011款 两厢 1.5L 自动劲动型","2011","福特","嘉年华","11.77"
6090,"福特-嘉年华 2011款 两厢 1.5L 自动劲动型","2011","福特","嘉年华","11.78"
6088,"福特-嘉年华 2011款 两厢 1.5L 自动时尚型","2011","福特","嘉年华","10.21"
6088,"福特-嘉年华 2011款 两厢 1.5L 自动时尚型","2011","福特","嘉年华","10.22"
6089,"福特-嘉年华 2011款 两厢 1.5L 自动运动型","2011","福特","嘉年华","11.46"
6089,"福特-嘉年华 2011款 两厢 1.5L 自动运动型","2011","福特","嘉年华","11.47"
6117,"福特-嘉年华 2011款 三厢 1.3L 手动风尚型","2011","福特","嘉年华","8.33"
6117,"福特-嘉年华 2011款 三厢 1.3L 手动风尚型","2011","福特","嘉年华","8.34"
