"car_id","car_name","car_year","car_restyle","car_series1","car_series3","benchi","car_drive","qx_name1","qx_name2","car_door","car_liter_wu","car_desc","car_auto","car_site","car_oil","car_discharge_standard","car_hp","car_height_t","car_wheelbase","car_engine","car_engine1","car_OBD","car_discharge","car_price","car_model_name"
1142280,"江铃",2017,"改版","骐铃T7","","","四驱","豪华距","","","2.0T","","","","","","","","标准轴","4K21D4T","","","国五",10.28,"2017款 骐铃T7 2.0T PLUS四驱豪华版标准轴距4K21D4T"
1142281,"江铃",2017,"改版","骐铃T7","","","两驱","豪华距","","","2.0T","","","","","","","","加长轴","4K21D4T","","","国五",8.78,"2017款 骐铃T7 2.0T PLUS两驱豪华版加长轴距4K21D4T"
1142282,"江铃",2017,"改版","骐铃T7","","","两驱","豪华距","","","2.0T","","","","","","","","标准轴","4K21D4T","","","国五",8.68,"2017款 骐铃T7 2.0T PLUS两驱豪华版标准轴距4K21D4T"
1142283,"江铃",2017,"改版","骐铃T7","","","四驱","距精锐","","","2.0T","","","","","","","","加长轴","4K21D4T","","","国五",9.98,"2017款 骐铃T7 2.0T PLUS四驱精锐版加长轴距4K21D4T"
1142284,"江铃",2017,"改版","骐铃T7","","","四驱","距精锐","","","2.0T","","","","","","","","标准轴","4K21D4T","","","国五",9.88,"2017款 骐铃T7 2.0T PLUS四驱精锐版标准轴距4K21D4T"
1142285,"江铃",2017,"改版","骐铃T7","","","两驱","距精锐","","","2.0T","","","","","","","","加长轴","4K21D4T","","","国五",8.38,"2017款 骐铃T7 2.0T PLUS两驱精锐版加长轴距4K21D4T"
1142286,"江铃",2017,"改版","骐铃T7","","","两驱","距精锐","","","2.0T","","","","","","","","标准轴","4K21D4T","","","国五",8.28,"2017款 骐铃T7 2.0T PLUS两驱精锐版标准轴距4K21D4T"
1142287,"江铃",2017,"改版","骐铃T7","","","四驱","超豪华距","D20B","","2.0T","","","","","","","","加长轴","","","","国五",11.18,"2017款 骐铃T7 2.0T PLUS四驱超豪华版加长轴距D20B"
1142288,"江铃",2017,"改版","骐铃T7","","","四驱","超豪华距","D20B","","2.0T","","","","","","","","标准轴","","","","国五",11.08,"2017款 骐铃T7 2.0T PLUS四驱超豪华版标准轴距D20B"
1142289,"江铃",2017,"改版","骐铃T7","","","两驱","超豪华距","D20B","","2.0T","","","","","","","","加长轴","","","","国五",9.58,"2017款 骐铃T7 2.0T PLUS两驱超豪华版加长轴距D20B"
1142290,"江铃",2017,"改版","骐铃T7","","","两驱","超豪华距","D20B","","2.0T","","","","","","","","标准轴","","","","国五",9.48,"2017款 骐铃T7 2.0T PLUS两驱超豪华版标准轴距D20B"
1142291,"江铃",2017,"改版","骐铃T7","","","四驱","豪华距","D20B","","2.0T","","","","","","","","加长轴","","","","国五",10.78,"2017款 骐铃T7 2.0T PLUS四驱豪华版加长轴距D20B"
1142292,"江铃",2017,"改版","骐铃T7","","","四驱","豪华距","D20B","","2.0T","","","","","","","","标准轴","","","","国五",10.68,"2017款 骐铃T7 2.0T PLUS四驱豪华版标准轴距D20B"
1142293,"江铃",2017,"改版","骐铃T7","","","两驱","豪华距","D20B","","2.0T","","","","","","","","加长轴","","","","国五",9.18,"2017款 骐铃T7 2.0T PLUS两驱豪华版加长轴距D20B"
1142294,"江铃",2017,"改版","骐铃T7","","","两驱","豪华距","D20B","","2.0T","","","","","","","","标准轴","","","","国五",9.08,"2017款 骐铃T7 2.0T PLUS两驱豪华版标准轴距D20B"
1142295,"江铃",2017,"改版","骐铃T7","","","四驱","距精锐","D20B","","2.0T","","","","","","","","加长轴","","","","国五",10.38,"2017款 骐铃T7 2.0T PLUS四驱精锐版加长轴距D20B"
1142296,"江铃",2017,"改版","骐铃T7","","","四驱","距精锐","D20B","","2.0T","","","","","","","","标准轴","","","","国五",10.28,"2017款 骐铃T7 2.0T PLUS四驱精锐版标准轴距D20B"
1142297,"江铃",2017,"改版","骐铃T7","","","两驱","距精锐","D20B","","2.0T","","","","","","","","加长轴","","","","国五",8.78,"2017款 骐铃T7 2.0T PLUS两驱精锐版加长轴距D20B"
1142298,"江铃",2017,"改版","骐铃T7","","","两驱","距精锐","D20B","","2.0T","","","","","","","","标准轴","","","","国五",8.68,"2017款 骐铃T7 2.0T PLUS两驱精锐版标准轴距D20B"
11423,"金杯",2011,"","海星","","","","豪华","A9","","1.0","","","","","","","","","","","","国四",3.39,"2011款 海星A9 1.0 豪华型"
1142308,"丰田",2017,"","兰德酷路泽-进口","","","","中东","4000 GXR","","","","","","","","","","","","","","欧五",68,"2017款 兰德酷路泽(进口) 4000 GXR 中东版"
1142309,"福特",2017,"改版","蒙迪欧","","","","豪华","ECOBOOST 200","","","","","","","","","","","","","","国五",22.68,"2017款 蒙迪欧 改款 EcoBoost 200 豪华型"
1142310,"福特",2017,"改版","蒙迪欧","","","","时尚","ECOBOOST 200","","","","","","","","","","","","","","国五",20.58,"2017款 蒙迪欧 改款 EcoBoost 200 时尚型"
1142311,"福特",2017,"改版","蒙迪欧","","","","豪华","ECOBOOST 180","","","","","","","","","","","","","","国五",21.38,"2017款 蒙迪欧 改款 EcoBoost 180 豪华型"
1142312,"福特",2017,"改版","蒙迪欧","","","","时尚","ECOBOOST 180","","","","","","","","","","","","","","国五",19.28,"2017款 蒙迪欧 改款 EcoBoost 180 时尚型"
1142313,"华骐",2017,"","华骐300E","","","","标准","","","","","","","","","","","","","","","",19.88,"2017款 华骐300E 标准型"
1142315,"吉利帝豪",2018,"","帝豪GL","","","","精英","","","1.4T","","自动","","","","","","","","","","国五",10.18,"2018款 帝豪GL 1.4T 自动精英型"
1142316,"雪佛兰",2016,"","科帕奇","","","两驱","城市","","","2.4L","","","5座","","","","","","","","","国五",17.99,"2016款 科帕奇 2.4L 两驱城市版 5座"
1142317,"雪佛兰",2016,"","科帕奇","","","两驱","城市","","","2.4L","","","7座","","","","","","","","","国五",18.69,"2016款 科帕奇 2.4L 两驱城市版 7座"
1142318,"雪佛兰",2016,"","科帕奇","","","四驱","豪华","","","2.4L","","","5座","","","","","","","","","国五",19.99,"2016款 科帕奇 2.4L 四驱豪华版 5座"
1142319,"雪佛兰",2016,"","科帕奇","","","四驱","旗舰","","","2.4L","","","7座","","","","","","","","","国五",20.99,"2016款 科帕奇 2.4L 四驱旗舰版 7座"
1142356,"五菱",2017,"","五菱荣光","加长","","","基本","","","1.5L","","","","","","","","","","","","国五",4.71,"2017款 五菱荣光 1.5L加长基本型"
1142357,"五菱",2017,"","五菱荣光","加长","","","基本","","","1.2L","","","","","","","","","","","","国五",4.46,"2017款 五菱荣光 1.2L加长基本型"
1142359,"丰田",2017,"升级型","普拉多-进口","","","","阿曼","2700 VXS","","","","","","","","","","","","","","国五",41,"2017款 普拉多(进口) 2700 VXS 阿曼升级版"
1142360,"奔驰",2016,"","奔驰GLS","","GLS550","","","","","","4MATIC","","","","","","","","","","","欧五",190,"2016款 奔驰GLS级 GLS550 4MATIC"
1142361,"一汽",2017,"","森雅R7","","","","豪华","","","1.6L","","自动","天窗型","","","","","","","","","国五",8.29,"2017款 森雅R7 1.6L 自动豪华天窗型"
1142365,"吉利",2017,"","远景X1","","","","疯活智能科技包","","","1.3L","","手动","","","","","","","","","","国五",4.59,"2017款 远景X1 1.3L 手动疯活版+智能科技包"
1142366,"福田",2017,"","拓陆者","长厢","","四驱","高货台精英","E","","2.8T","","","","柴油","国五","","","","","","","国五",11.53,"2017款 拓陆者 2.8T E系列柴油四驱精英版高货台长厢国V"
1142367,"福田",2017,"","拓陆者","长厢","","四驱","舒适高货台","E","","2.8T","","","","柴油","国五","","","","","","","国五",11.03,"2017款 拓陆者 2.8T E系列柴油四驱舒适版高货台长厢国V"
1142368,"福田",2017,"","拓陆者","长厢","","四驱","超值高货台","E","","2.8T","","","","柴油","国五","","","","","","","国五",9.93,"2017款 拓陆者 2.8T E系列柴油四驱超值版高货台长厢国V"
1142369,"福田",2017,"","拓陆者","","","四驱","高货台精英","E","","2.8T","","","","柴油","国五","","","","","","","国五",11.38,"2017款 拓陆者 2.8T E系列柴油四驱精英版高货台国V"
1142370,"福田",2017,"","拓陆者","","","四驱","舒适高货台","E","","2.8T","","","","柴油","国五","","","","","","","国五",10.88,"2017款 拓陆者 2.8T E系列柴油四驱舒适版高货台国V"
1142371,"福田",2017,"","拓陆者","","","四驱","超值高货台","E","","2.8T","","","","柴油","国五","","","","","","","国五",9.78,"2017款 拓陆者 2.8T E系列柴油四驱超值版高货台国V"
1142372,"福田",2017,"","拓陆者","长厢","","两驱","高货台精英","E","","2.8T","","","","柴油","国五","","","","","","","国五",10.63,"2017款 拓陆者 2.8T E系列柴油两驱精英版高货台长厢国V"
1142373,"福田",2017,"","拓陆者","长厢","","两驱","舒适高货台","E","","2.8T","","","","柴油","国五","","","","","","","国五",10.13,"2017款 拓陆者 2.8T E系列柴油两驱舒适版高货台长厢国V"
1142374,"福田",2017,"","拓陆者","长厢","","两驱","超值高货台","E","","2.8T","","","","柴油","国五","","","","","","","国五",9.03,"2017款 拓陆者 2.8T E系列柴油两驱超值版高货台长厢国V"
1142375,"福田",2017,"","拓陆者","","","两驱","高货台精英","E","","2.8T","","","","柴油","国五","","","","","","","国五",10.48,"2017款 拓陆者 2.8T E系列柴油两驱精英版高货台国V"
1142376,"福田",2017,"","拓陆者","","","两驱","舒适高货台","E","","2.8T","","","","柴油","国五","","","","","","","国五",9.98,"2017款 拓陆者 2.8T E系列柴油两驱舒适版高货台国V"
1142377,"福田",2017,"","拓陆者","","","两驱","超值高货台","E","","2.8T","","","","柴油","国五","","","","","","","国五",8.88,"2017款 拓陆者 2.8T E系列柴油两驱超值版高货台国V"
1142378,"福田",2017,"","拓陆者","长厢","","两驱","低货台精英","E","","2.8T","","","","柴油","国五","","","","","","","国五",10.23,"2017款 拓陆者 2.8T E系列柴油两驱精英版低货台长厢国V"
1142379,"福田",2017,"","拓陆者","长厢","","两驱","舒适低货台","E","","2.8T","","","","柴油","国五","","","","","","","国五",9.73,"2017款 拓陆者 2.8T E系列柴油两驱舒适版低货台长厢国V"
1142380,"福田",2017,"","拓陆者","长厢","","两驱","超值低货台","E","","2.8T","","","","柴油","国五","","","","","","","国五",8.63,"2017款 拓陆者 2.8T E系列柴油两驱超值版低货台长厢国V"
1142381,"福田",2017,"","拓陆者","","","两驱","低货台精英","E","","2.8T","","","","柴油","国五","","","","","","","国五",10.08,"2017款 拓陆者 2.8T E系列柴油两驱精英版低货台国V"
1142382,"福田",2017,"","拓陆者","","","两驱","舒适低货台","E","","2.8T","","","","柴油","国五","","","","","","","国五",9.58,"2017款 拓陆者 2.8T E系列柴油两驱舒适版低货台国V"
1142383,"福田",2017,"","拓陆者","","","两驱","超值低货台","E","","2.8T","","","","柴油","国五","","","","","","","国五",8.48,"2017款 拓陆者 2.8T E系列柴油两驱超值版低货台国V"
1142392,"大众",2016,"","凯路威","","","","特装","T6","","","","","","","","","","","","","","国五",77,"2016款 凯路威 T6 特装版"
1142393,"五菱",2017,"","五菱荣光","","","","基本","L3C","单排","1.5L","","","","","","","","","","","","国五",3.71,"2017款 五菱荣光 1.5L 单排基本型L3C"
1142394,"五菱",2017,"","五菱荣光","","","","基本","L3C","双排","1.5L","","","","","","","","","","","","国五",4.09,"2017款 五菱荣光 1.5L 双排基本型L3C"
1142395,"五菱",2017,"","五菱荣光","","","","基本","LSI","单排","1.2L","","","","","","","","","","","","国五",3.46,"2017款 五菱荣光 1.2L 单排基本型LSI"
1142396,"五菱",2017,"","五菱荣光","","","","基本","LSI","双排","1.2L","","","","","","","","","","","","国五",3.79,"2017款 五菱荣光 1.2L 双排基本型LSI"
1142397,"广汽吉奥",2005,"","凯旋","","","","豪华","","","2.2L","","","","","","","","","","","","欧二",7.8,"2005款 凯旋 2.2L 豪华型"
11424,"金杯",2009,"","海星","","","","基本","","","","","","","","","","","","SY6390","","","国三",3.78,"2009款 海星 SY6390基本型"
1142405,"福特",2017,"改版","金牛座","","","","豪华","ECOBOOST 245","","","","","","","","","","","","","","国五",26.98,"2017款 金牛座 改款 EcoBoost 245 豪华型"
1142406,"福特",2017,"改版","金牛座","","","","时尚","ECOBOOST 245","","","","","","","","","","","","","","国五",24.98,"2017款 金牛座 改款 EcoBoost 245 时尚型"
1142407,"福特",2017,"改版","金牛座","","","","至尊","ECOBOOST 180","","","","","","","","","","","","","","国五",25.48,"2017款 金牛座 改款 EcoBoost 180 至尊型"
1142408,"福特",2017,"改版","金牛座","","","","豪华","ECOBOOST 180","","","","","","","","","","","","","","国五",23.48,"2017款 金牛座 改款 EcoBoost 180 豪华型"
1142409,"大众",2017,"","凌渡","","","","加装DCC自适应底盘控制系统","GTS","","2.0T","","","","","","","","","","","","国五",23.49,"2017款 凌渡 2.0T GTS加装DCC自适应底盘控制系统"
1142411,"开瑞",2018,"","优劲","加长","","","舒适","","双排","1.5L","","","","","","","","","DAM15DR","","","国五",4.65,"2018款 优劲 1.5L双排加长舒适型DAM15DR"
1142412,"开瑞",2018,"一代","优劲","加长","","","标准","","双排","1.5L","","","","","","","","","DAM15DR","","","国五",4.51,"2018款 优劲 1.5L双排加长标准I型DAM15DR"
1142413,"开瑞",2018,"","优劲","加长","","","标准","","双排","1.5L","","","","","","","","","DAM15DR","","","国五",4.36,"2018款 优劲 1.5L双排加长标准型DAM15DR"
1142414,"开瑞",2018,"","优劲","","","","舒适","","双排","1.5L","","","","","","","","","DAM15DR","","","国五",4.55,"2018款 优劲 1.5L双排舒适型DAM15DR"
1142415,"开瑞",2018,"","优劲","","","","标准","","双排","1.5L","","","","","","","","","DAM15DR","","","国五",4.26,"2018款 优劲 1.5L双排标准型DAM15DR"
1142416,"开瑞",2018,"","优劲","加长","","","标准","","单排","1.5L","","","","","","","","","DAM15DR","","","国五",4.18,"2018款 优劲 1.5L单排加长标准型DAM15DR"
1142417,"开瑞",2018,"","优劲","加长","","","基本","","单排","1.5L","","","","","","","","","DAM15DR","","","国五",4.08,"2018款 优劲 1.5L单排加长基本型DAM15DR"
1142418,"开瑞",2018,"","优劲","加长","","两驱","舒适","","双排","1.3L","","","","","","","","","ACTECO-SQR47","","","国五",4.35,"2018款 优劲 1.3L双排加长舒适型ACTECO-SQR472WD"
1142419,"开瑞",2018,"一代","优劲","加长","","两驱","标准","","双排","1.3L","","","","","","","","","ACTECO-SQR47","","","国五",4.21,"2018款 优劲 1.3L双排加长标准I型ACTECO-SQR472WD"
1142420,"开瑞",2018,"","优劲","加长","","两驱","标准","","双排","1.3L","","","","","","","","","ACTECO-SQR47","","","国五",4.06,"2018款 优劲 1.3L双排加长标准型ACTECO-SQR472WD"
1142421,"开瑞",2018,"","优劲","","","两驱","舒适","","双排","1.3L","","","","","","","","","ACTECO-SQR47","","","国五",4.25,"2018款 优劲 1.3L双排舒适型ACTECO-SQR472WD"
1142422,"开瑞",2018,"","优劲","","","两驱","标准","","双排","1.3L","","","","","","","","","ACTECO-SQR47","","","国五",3.96,"2018款 优劲 1.3L双排标准型ACTECO-SQR472WD"
1142423,"开瑞",2018,"","优劲","加长","","两驱","标准","","单排","1.3L","","","","","","","","","ACTECO-SQR47","","","国五",3.88,"2018款 优劲 1.3L单排加长标准型ACTECO-SQR472WD"
1142424,"开瑞",2018,"","优劲","加长","","两驱","基本","","单排","1.3L","","","","","","","","","ACTECO-SQR47","","","国五",3.78,"2018款 优劲 1.3L单排加长基本型ACTECO-SQR472WD"
1142425,"开瑞",2018,"","优劲","","","","标准","","单排","1.1L","","","","","","","","","ACTECO-SQR472WF","","","国五",3.55,"2018款 优劲 1.1L单排标准型ACTECO-SQR472WF"
1142426,"开瑞",2018,"","优劲","","","","基本","","单排","1.1L","","","","","","","","","ACTECO-SQR472WF","","","国五",3.45,"2018款 优劲 1.1L单排基本型ACTECO-SQR472WF"
1142431,"长安商用",2017,"","欧诺","","","","长安欧诺豪华","S EA15-AB","","1.5L","","","","","","","","","","","","国五",5.59,"2017款 长安欧诺 1.5L欧诺S豪华型EA15-AB"
1142432,"长安商用",2017,"","欧诺","","","","长安欧诺舒适","S EA15-AB","","1.5L","","","","","","","","","","","","国五",5.29,"2017款 长安欧诺 1.5L欧诺S舒适型EA15-AB"
1142433,"长安商用",2017,"","欧诺","","","","长安欧诺标准","S EA15-AB","","1.5L","","","","","","","","","","","","国五",4.89,"2017款 长安欧诺 1.5L欧诺S标准型EA15-AB"
1142434,"长安商用",2017,"","欧诺","","","","长安欧诺基本","S EA15-AB","","1.5L","","","","","","","","","","","","国五",4.59,"2017款 长安欧诺 1.5L欧诺S基本型EA15-AB"
1142435,"长安商用",2017,"","欧诺","","","","长安欧诺经济","S EA15-AB","","1.5L","","","","","","","","","","","","国五",3.99,"2017款 长安欧诺 1.5L欧诺S经济型EA15-AB"
1142449,"长安商用",2017,"","欧尚A800","","","","精英","","","1.6L","","手动","","","","","","","","","","国五",7.19,"2017款 欧尚A800 1.6L 手动精英型"
1142450,"起亚",2017,"","赛拉图","","","","","","","1.6L","","手动","","CNG","","","","","","","","国四",9.18,"2017款 赛拉图 1.6L CNG MT"
1142451,"哈飞",2008,"","松花江","","","","","1016","","1.0L","","手动","5座","","国三","","","","","","","国三",3.38,"2008款 松花江 1016 1.0L 手动 5座(国Ⅲ)"
1142472,"JEEP",2014,"","牧马人","","","","","SAHARA","两门","3.0L","","","","","","","","","","","","国四",40.99,"2014款 牧马人(进口) 3.0L Sahara 两门版"
1142473,"本田",2004,"","时韵","","","","","","","2.0","","自动","","","","","","","","","","欧三",28,"2004款 时韵(进口) 2.0 AT"
1142474,"本田",2004,"","里程","","","","","","","3.5","","自动","","","","","","","","","","欧三",40,"2004款 里程(进口) 3.5 AT"
1142475,"长城",2004,"","赛影","","","","顶级","RUV","","2.2L","","","","","","","","","","","","欧二",8.68,"2004款 赛影RUV 2.2L 顶级型"
1142476,"东风小康",2008,"","东风小康K02","","","","基本","","","1.3L","","","","","","","","长轴","BG13-20","","","国四",3.68,"2008款 东风小康K02 1.3L长轴版基本型BG13-20"
1142477,"东风小康",2008,"","东风小康K02","","","","基本","","","1.0L","","","","","","","","短轴","BG10-01","","","国四",3.48,"2008款 东风小康K02 1.0L短轴版基本型BG10-01"
1142478,"东风小康",2008,"","东风小康K02","","","","距基本","","","1.0L","","","","","","","","标准轴","BG10-01","","","国四",3.48,"2008款 东风小康K02 1.0L标准轴距版基本型BG10-01"
1142479,"东风小康",2008,"","东风小康K02","","","","基本","","","1.0L","","","","","","","","长轴","BG10-01","","","国四",3.48,"2008款 东风小康K02 1.0L长轴版基本型BG10-01"
1142480,"东风小康",2008,"","东风小康K02","","","","基本","","","1.0L","","","","","","","","短轴","AF10-06","","","国四",3.28,"2008款 东风小康K02 1.0L短轴版基本型AF10-06"
1142481,"东风小康",2008,"","东风小康K02","","","","距基本","","","1.0L","","","","","","","","标准轴","AF10-06","","","国四",3.28,"2008款 东风小康K02 1.0L标准轴距版基本型AF10-06"
1142482,"东风小康",2008,"","东风小康K02","","","","基本","","","1.0L","","","","","","","","长轴","AF10-06","","","国四",3.38,"2008款 东风小康K02 1.0L长轴版基本型AF10-06"
1142483,"东风风度",2007,"","奥丁","","","两驱","豪华","","","2.9T","","手动","","","","","","","","","","国三",12.98,"2007款 奥丁 2.9T 手动两驱豪华版"
1142484,"东风风度",2007,"","奥丁","","","四驱","豪华","","","2.9T","","手动","","","","","","","","","","国三",14.98,"2007款 奥丁 2.9T 手动四驱豪华版"
1142485,"光冈",2010,"","嘉路","敞篷","","","","","","3.7L","","","","","","","","","","","","欧五",115,"2010款 嘉路(进口) 3.7L 敞篷版"
1142486,"菲亚特",2013,"","菲亚特500","","","","靓黄","","","1.4L","","","","","","","","","","","","国五",14.78,"2013款 菲亚特500(进口) 1.4L 靓黄版"
1142487,"菲亚特",2013,"","菲亚特500","","","","眩红","","","1.4L","","","","","","","","","","","","国五",17.58,"2013款 菲亚特500(进口) 1.4L 眩红版"
1142488,"东风",2016,"","ER30","","","","领域","","","","","","","","","","","","","","","",10.98,"2016款 ER30 领域版"
1142489,"五菱",2012,"","五菱荣光小卡","","","","基本","L3C","单排","1.5L","","","","","","","","","","","","国四",3.88,"2012款 五菱荣光小卡 1.5L 单排基本型L3C"
1142490,"五菱",2012,"","五菱荣光小卡","","","","基本","L3C","双排","1.5L","","","","","","","","","","","","国四",4.26,"2012款 五菱荣光小卡 1.5L 双排基本型L3C"
1142493,"江铃",2009,"","新世代全顺","","","","多功能","","","2.4T","","","","柴油","国三","","中顶","长轴","","","","国三",18.47,"2009款 新世代全顺 2.4T柴油多功能型长轴中顶国III"
1142494,"江铃",2009,"","新世代全顺","","","","多功能","","","2.4T","","","","柴油","国三","","高顶","长轴","","","","国三",19.18,"2009款 新世代全顺 2.4T柴油多功能型长轴高顶国III"
1142495,"江铃",2009,"","新世代全顺","","","","标准","","","2.4T","","","","柴油","国三","","中顶","长轴","","","","国三",19.85,"2009款 新世代全顺 2.4T柴油标准型长轴中顶国III"
1142496,"江铃",2009,"","新世代全顺","","","","多功能","","","2.4T","","","","柴油","国三","","中顶","加长轴","","","","国三",20.48,"2009款 新世代全顺 2.4T柴油多功能型加长轴中顶国III"
1142497,"江铃",2009,"","新世代全顺","","","","豪华","","","2.4T","","","","柴油","国三","","中顶","长轴","","","","国三",20.91,"2009款 新世代全顺 2.4T柴油豪华型长轴中顶国III"
1142498,"江铃",2009,"","新世代全顺","","","","多功能","","","2.4T","","","","柴油","国三","","高顶","加长轴","","","","国三",21.33,"2009款 新世代全顺 2.4T柴油多功能型加长轴高顶国III"
1142499,"江铃",2009,"","新世代全顺","","","","标准","","","2.4T","","","","柴油","国三","","中顶","加长轴","","","","国三",22.78,"2009款 新世代全顺 2.4T柴油标准型加长轴中顶国III"
11425,"金杯",2009,"","海星","","","","标准","","","","","","","","","","","","SY6390","","","国三",3.86,"2009款 海星 SY6390标准型"
1142500,"江铃",2009,"","新世代全顺","","","","标准","","","2.4T","","","","柴油","国三","","高顶","加长轴","","","","国三",22.88,"2009款 新世代全顺 2.4T柴油标准型加长轴高顶国III"
1142501,"江铃",2009,"","新世代全顺","","","","豪华","","","2.4T","","","","柴油","国三","","高顶","长轴","","","","国三",24.94,"2009款 新世代全顺 2.4T柴油豪华型长轴高顶国III"
1142502,"江铃",2009,"","新世代全顺","","","","标准","","","2.4T","","","","柴油","国三","","低顶","短轴","","","","国三",17.43,"2009款 新世代全顺 2.4T柴油标准型短轴低顶国III"
1142503,"江铃",2009,"","新世代全顺","","","","豪华","","","2.4T","","","","柴油","国三","","低顶","短轴","","","","国三",17.68,"2009款 新世代全顺 2.4T柴油豪华型短轴低顶国III"
1142504,"江铃",2009,"","新世代全顺","","","","豪华","","","2.4T","","","","柴油","国三","","中顶","短轴","","","","国三",18.18,"2009款 新世代全顺 2.4T柴油豪华型短轴中顶国III"
1142505,"江铃",2009,"","新世代全顺","","","","多功能","DURATORQ","","2.4T","","","","柴油","","","低顶","短轴","","","","国三",14.78,"2009款 新世代全顺 2.4T柴油多功能型短轴低顶Duratorq"
1142506,"江铃",2009,"","新世代全顺","","","","多功能","DURATORQ","","2.4T","","","","柴油","","","中顶","短轴","","","","国三",15.28,"2009款 新世代全顺 2.4T柴油多功能型短轴中顶Duratorq"
1142507,"江铃",2009,"","新世代全顺","","","","标准","DURATEC","","2.3L","","","","汽油","","","低顶","短轴","","","","国四",16.68,"2009款 新世代全顺 2.3L汽油标准型短轴低顶DURATEC"
1142508,"江铃",2009,"","新世代全顺","","","","标准","DURATEC","","2.3L","","","","汽油","","","中顶","短轴","","","","国四",17.18,"2009款 新世代全顺 2.3L汽油标准型短轴中顶DURATEC"
1142509,"江铃",2009,"","新世代全顺","","","","标准","DURATEC","","2.3L","","","","汽油","","","中顶","长轴","","","","国四",18.3,"2009款 新世代全顺 2.3L汽油标准型长轴中顶DURATEC"
1142510,"江铃",2009,"","新世代全顺","","","","豪华","DURATEC","","2.3L","","","","汽油","","","中顶","长轴","","","","国四",21.73,"2009款 新世代全顺 2.3L汽油豪华型长轴中顶DURATEC"
1142511,"东风小康",2006,"","东风小康K06","","","","基本","","","1.3L","","","","","","","","","BG13-20","","","国四",4.05,"2006款 东风小康K06 1.3L基本型BG13-20"
1142512,"东风小康",2006,"","东风小康K06","","","","基本","","","1.0L","","","","","","","","","AF10-06","","","国四",3.75,"2006款 东风小康K06 1.0L基本型AF10-06"
1142522,"大众",2005,"","途安","","","","手舒","","","2.0L","","","5座","","","","","","","","","国三",16.98,"2005款 途安 2.0L 手舒5座"
1142523,"大众",2005,"","途安","","","","手舒","","","2.0L","","","7座","","","","","","","","","国三",17.29,"2005款 途安 2.0L 手舒7座"
1142524,"大众",2005,"","途安","","","","自舒","","","2.0L","","","5座","","","","","","","","","国三",18.38,"2005款 途安 2.0L 自舒5座"
1142525,"大众",2005,"","途安","","","","自舒","","","2.0L","","","7座","","","","","","","","","国三",22.88,"2005款 途安 2.0L 自舒7座"
1142526,"法拉利",2004,"","360 MODENA","","","","","MODENA","","3.6","","","","","","","","","","","","欧四",280,"2004款 360 Modena(进口) Modena 3.6"
1142527,"法拉利",2004,"","360 MODENA","","","","","SPIDER","","3.6","","","","","","","","","","","","欧四",300,"2004款 360 Modena(进口) Spider 3.6"
1142528,"福田",2011,"","福田风景","","","","风景快捷快运经典","","","2.8T","","","","","","95KW","","长轴","4JB1T","","","国三",8.36,"2011款 风景快捷 2.8T快运经典型长轴版95马力4JB1T"
1142529,"福田",2011,"","福田风景","","","","风景快捷快捷舒适","","","2.8T","","","","","","95KW","","短轴","4JB1T","","","国三",8.96,"2011款 风景快捷 2.8T快捷舒适型短轴版95马力4JB1T"
1142530,"福田",2011,"","福田风景","","","","风景快捷快捷豪华","","","2.8T","","","","","","95KW","","短轴","4JB1T","","","国三",9.56,"2011款 风景快捷 2.8T快捷豪华型短轴版95马力4JB1T"
1142531,"福田",2011,"","福田风景","","","","风景快捷快运经典","","","2.0T","","","","","","","","长轴","4D20","","","国三",7.68,"2011款 风景快捷 2.0T快运经典型长轴版4D20"
1142532,"福田",2011,"","福田风景","","","","风景快捷快捷舒适","","","2.0T","","","","","","","","短轴","4D20","","","国三",8.28,"2011款 风景快捷 2.0T快捷舒适型短轴版4D20"
1142533,"福田",2011,"","福田风景","","","","风景快捷快运经典","","","2.0L","","","","","","","","长轴","486EQV4","","","国四",6.6,"2011款 风景快捷 2.0L快运经典型长轴版486EQV4"
1142535,"福田",2011,"","福田风景","","","","风景快捷快捷豪华","","","2.0L","","","","","","","","短轴","486EQV4","","","国四",7.7,"2011款 风景快捷 2.0L快捷豪华型短轴版486EQV4"
1142536,"福田",2011,"","福田风景","","","","风景快捷快运经典","","","2.0L","","","","","","","","长轴","491EQ4A","","","国四",6.3,"2011款 风景快捷 2.0L快运经典型长轴版491EQ4A"
1142537,"福田",2011,"","福田风景","","","","风景快捷快运标准","","","2.0L","","","","","","","低顶","短轴","491EQ4A","","","国四",6.4,"2011款 风景快捷 2.0L快运标准型短轴版低顶491EQ4A"
1142538,"福田",2011,"","福田风景","","","","风景快捷快运标准","","","2.0L","","","","","","","","长轴","491EQ4A","","","国四",6.8,"2011款 风景快捷 2.0L快运标准型长轴版491EQ4A"
1142543,"福田",2010,"","福田风景","","","","风景快运快运经典","","","2.8T","","","","","","95KW","低顶","短轴","4JB1T","","","国三",7.96,"2010款 风景快运 2.8T快运经典型短轴版低顶95马力4JB1T"
1142544,"福田",2010,"","福田风景","","","","风景快运快运经典","","","2.0L","","","","","","","低顶","短轴","491EQ4A","","","国四",5.8,"2010款 风景快运 2.0L快运经典型短轴版低顶491EQ4A"
1142546,"长安商用",2017,"改版","长安CX70","","","","豪擎","CX70T","","1.5T","","自动","","","","","","","","","","国五",9.99,"2017款 长安CX70 改款 CX70T 1.5T 自动豪擎版"
